record_id,date,time,menu_item,category,quantity,price_per_item,revenue,payment_method,order_type,server_id,server_name,hour,weekday,month_number,month_name,day_of_week,is_weekend,high_revenue,date_hour,service_period,weekend_label,high_revenue_label
136,2024-02-05,15:45:00,Mashed Potatoes,Side,5.0,7,35.0,Credit Card,Dine-In,103,Emily,15,Monday,2,February,0,False,False,2024-02-05 15:00:00,Lunch,Weekday,Other record
137,2024-06-01,20:45:00,New York Strip,Entree,8.0,38,304.0,Mobile Payment,Takeaway,103,Emily,20,Saturday,6,June,5,True,True,2024-06-01 20:00:00,Dinner,Weekend,High-value record
138,2024-06-19,19:45:00,Old Fashioned,Beverage,5.0,12,60.0,Cash,Delivery,102,Jake,19,Wednesday,6,June,2,False,False,2024-06-19 19:00:00,Dinner,Weekday,Other record
139,2024-10-19,17:15:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,104,Carlos,17,Saturday,10,October,5,True,False,2024-10-19 17:00:00,Dinner,Weekend,Other record
140,2024-12-27,17:45:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Dine-In,102,Jake,17,Friday,12,December,4,False,True,2024-12-27 17:00:00,Dinner,Weekday,High-value record
141,2024-09-14,20:30:00,Filet Mignon,Entree,7.0,42,294.0,Cash,Delivery,104,Carlos,20,Saturday,9,September,5,True,True,2024-09-14 20:00:00,Dinner,Weekend,High-value record
142,2024-01-08,22:15:00,Grilled Asparagus,Side,5.0,8,40.0,Cash,Takeaway,103,Emily,22,Monday,1,January,0,False,False,2024-01-08 22:00:00,Dinner,Weekday,Other record
143,2024-06-22,20:45:00,Bourbon BBQ Burger,Entree,2.0,22,44.0,Credit Card,Delivery,105,Nina,20,Saturday,6,June,5,True,False,2024-06-22 20:00:00,Dinner,Weekend,Other record
144,2024-07-13,16:45:00,Cabernet Sauvignon,Beverage,2.0,16,32.0,Mobile Payment,Dine-In,102,Jake,16,Saturday,7,July,5,True,False,2024-07-13 16:00:00,Lunch,Weekend,Other record
145,2024-11-19,21:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Dine-In,101,Sarah,21,Tuesday,11,November,1,False,False,2024-11-19 21:00:00,Dinner,Weekday,Other record
146,2024-08-15,13:30:00,Ribeye Steak,Entree,1.0,35,35.0,Credit Card,Dine-In,103,Emily,13,Thursday,8,August,3,False,False,2024-08-15 13:00:00,Lunch,Weekday,Other record
147,2024-07-02,16:45:00,New York Strip,Entree,2.0,38,76.0,Mobile Payment,Takeaway,105,Nina,16,Tuesday,7,July,1,False,True,2024-07-02 16:00:00,Lunch,Weekday,High-value record
148,2024-12-15,13:15:00,New York Strip,Entree,1.0,38,38.0,Mobile Payment,Takeaway,105,Nina,13,Sunday,12,December,6,True,False,2024-12-15 13:00:00,Lunch,Weekend,Other record
149,2024-12-15,14:45:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Takeaway,103,Emily,14,Sunday,12,December,6,True,False,2024-12-15 14:00:00,Lunch,Weekend,Other record
150,2024-08-23,15:00:00,Old Fashioned,Beverage,4.0,12,48.0,Mobile Payment,Delivery,102,Jake,15,Friday,8,August,4,False,False,2024-08-23 15:00:00,Lunch,Weekday,Other record
151,2024-02-07,18:30:00,Chocolate Lava Cake,Dessert,7.0,9,63.0,Mobile Payment,Takeaway,103,Emily,18,Wednesday,2,February,2,False,True,2024-02-07 18:00:00,Dinner,Weekday,High-value record
152,2024-08-21,15:15:00,Grilled Asparagus,Side,4.0,8,32.0,Cash,Dine-In,104,Carlos,15,Wednesday,8,August,2,False,False,2024-08-21 15:00:00,Lunch,Weekday,Other record
153,2024-10-19,16:30:00,Truffle Fries,Side,6.0,8,48.0,Cash,Delivery,104,Carlos,16,Saturday,10,October,5,True,False,2024-10-19 16:00:00,Lunch,Weekend,Other record
154,2024-05-20,11:00:00,Chocolate Lava Cake,Dessert,3.0,9,27.0,Credit Card,Dine-In,105,Nina,11,Monday,5,May,0,False,False,2024-05-20 11:00:00,Lunch,Weekday,Other record
155,2024-06-29,14:15:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Mobile Payment,Delivery,102,Jake,14,Saturday,6,June,5,True,False,2024-06-29 14:00:00,Lunch,Weekend,Other record
156,2024-11-17,12:00:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Cash,Delivery,103,Emily,12,Sunday,11,November,6,True,True,2024-11-17 12:00:00,Lunch,Weekend,High-value record
157,2024-03-08,12:30:00,Mashed Potatoes,Side,7.0,7,49.0,Cash,Dine-In,102,Jake,12,Friday,3,March,4,False,False,2024-03-08 12:00:00,Lunch,Weekday,Other record
158,2024-10-03,16:30:00,New York Strip,Entree,3.0,38,114.0,Credit Card,Takeaway,103,Emily,16,Thursday,10,October,3,False,True,2024-10-03 16:00:00,Lunch,Weekday,High-value record
159,2024-02-28,18:00:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Delivery,104,Carlos,18,Wednesday,2,February,2,False,True,2024-02-28 18:00:00,Dinner,Weekday,High-value record
160,2024-10-12,16:00:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,101,Sarah,16,Saturday,10,October,5,True,False,2024-10-12 16:00:00,Lunch,Weekend,Other record
161,2024-08-20,16:30:00,Chocolate Lava Cake,Dessert,5.0,9,45.0,Mobile Payment,Takeaway,101,Sarah,16,Tuesday,8,August,1,False,False,2024-08-20 16:00:00,Lunch,Weekday,Other record
162,2024-12-11,14:45:00,Ribeye Steak,Entree,5.0,35,175.0,Mobile Payment,Takeaway,105,Nina,14,Wednesday,12,December,2,False,True,2024-12-11 14:00:00,Lunch,Weekday,High-value record
163,2024-04-23,21:00:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Takeaway,104,Carlos,21,Tuesday,4,April,1,False,True,2024-04-23 21:00:00,Dinner,Weekday,High-value record
164,2024-02-29,13:00:00,Ribeye Steak,Entree,3.0,35,105.0,Credit Card,Dine-In,101,Sarah,13,Thursday,2,February,3,False,True,2024-02-29 13:00:00,Lunch,Weekday,High-value record
165,2024-04-30,19:15:00,Grilled Asparagus,Side,8.0,8,64.0,Credit Card,Delivery,105,Nina,19,Tuesday,4,April,1,False,True,2024-04-30 19:00:00,Dinner,Weekday,High-value record
166,2024-08-02,20:15:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,104,Carlos,20,Friday,8,August,4,False,False,2024-08-02 20:00:00,Dinner,Weekday,Other record
167,2024-05-23,11:30:00,Caesar Salad,Appetizer,4.0,10,40.0,Credit Card,Dine-In,103,Emily,11,Thursday,5,May,3,False,False,2024-05-23 11:00:00,Lunch,Weekday,Other record
168,2024-02-20,21:30:00,Cabernet Sauvignon,Beverage,7.0,16,112.0,Cash,Takeaway,103,Emily,21,Tuesday,2,February,1,False,True,2024-02-20 21:00:00,Dinner,Weekday,High-value record
169,2024-04-07,12:45:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Delivery,105,Nina,12,Sunday,4,April,6,True,True,2024-04-07 12:00:00,Lunch,Weekend,High-value record
170,2024-01-11,11:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Mobile Payment,Dine-In,101,Sarah,11,Thursday,1,January,3,False,False,2024-01-11 11:00:00,Lunch,Weekday,Other record
171,2024-10-10,14:15:00,Caesar Salad,Appetizer,3.0,10,30.0,Cash,Delivery,101,Sarah,14,Thursday,10,October,3,False,False,2024-10-10 14:00:00,Lunch,Weekday,Other record
172,2024-05-21,13:15:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Cash,Dine-In,101,Sarah,13,Tuesday,5,May,1,False,False,2024-05-21 13:00:00,Lunch,Weekday,Other record
173,2024-03-08,11:30:00,Caesar Salad,Appetizer,6.0,10,60.0,Credit Card,Dine-In,102,Jake,11,Friday,3,March,4,False,False,2024-03-08 11:00:00,Lunch,Weekday,Other record
174,2024-05-15,11:15:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Dine-In,101,Sarah,11,Wednesday,5,May,2,False,False,2024-05-15 11:00:00,Lunch,Weekday,Other record
175,2024-08-31,18:30:00,Cabernet Sauvignon,Beverage,9.0,16,144.0,Cash,Takeaway,105,Nina,18,Saturday,8,August,5,True,True,2024-08-31 18:00:00,Dinner,Weekend,High-value record
176,2024-04-23,20:00:00,Truffle Fries,Side,11.0,8,88.0,Credit Card,Takeaway,101,Sarah,20,Tuesday,4,April,1,False,True,2024-04-23 20:00:00,Dinner,Weekday,High-value record
177,2024-02-01,18:45:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Delivery,104,Carlos,18,Thursday,2,February,3,False,False,2024-02-01 18:00:00,Dinner,Weekday,Other record
178,2024-02-07,12:30:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Cash,Dine-In,103,Emily,12,Wednesday,2,February,2,False,False,2024-02-07 12:00:00,Lunch,Weekday,Other record
179,2024-11-15,21:30:00,Grilled Asparagus,Side,12.0,8,96.0,Mobile Payment,Takeaway,104,Carlos,21,Friday,11,November,4,False,True,2024-11-15 21:00:00,Dinner,Weekday,High-value record
180,2024-09-15,20:45:00,Filet Mignon,Entree,2.0,42,84.0,Mobile Payment,Delivery,105,Nina,20,Sunday,9,September,6,True,True,2024-09-15 20:00:00,Dinner,Weekend,High-value record
181,2024-04-20,17:45:00,Caesar Salad,Appetizer,7.0,10,70.0,Credit Card,Takeaway,104,Carlos,17,Saturday,4,April,5,True,True,2024-04-20 17:00:00,Dinner,Weekend,High-value record
182,2024-07-31,22:00:00,Mashed Potatoes,Side,9.0,7,63.0,Credit Card,Delivery,103,Emily,22,Wednesday,7,July,2,False,True,2024-07-31 22:00:00,Dinner,Weekday,High-value record
183,2024-07-10,13:45:00,Filet Mignon,Entree,1.0,42,42.0,Cash,Dine-In,104,Carlos,13,Wednesday,7,July,2,False,False,2024-07-10 13:00:00,Lunch,Weekday,Other record
184,2024-02-19,22:30:00,New York Strip,Entree,10.0,38,380.0,Cash,Delivery,105,Nina,22,Monday,2,February,0,False,True,2024-02-19 22:00:00,Dinner,Weekday,High-value record
185,2024-10-14,16:00:00,Grilled Asparagus,Side,3.0,8,24.0,Mobile Payment,Takeaway,101,Sarah,16,Monday,10,October,0,False,False,2024-10-14 16:00:00,Lunch,Weekday,Other record
186,2024-05-27,20:30:00,Mashed Potatoes,Side,2.0,7,14.0,Mobile Payment,Delivery,102,Jake,20,Monday,5,May,0,False,False,2024-05-27 20:00:00,Dinner,Weekday,Other record
187,2024-03-20,21:45:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Delivery,103,Emily,21,Wednesday,3,March,2,False,False,2024-03-20 21:00:00,Dinner,Weekday,Other record
188,2024-02-28,15:15:00,Grilled Asparagus,Side,6.0,8,48.0,Mobile Payment,Delivery,105,Nina,15,Wednesday,2,February,2,False,False,2024-02-28 15:00:00,Lunch,Weekday,Other record
189,2024-01-14,20:30:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,103,Emily,20,Sunday,1,January,6,True,True,2024-01-14 20:00:00,Dinner,Weekend,High-value record
190,2024-06-22,16:00:00,New York Strip,Entree,3.0,38,114.0,Mobile Payment,Delivery,104,Carlos,16,Saturday,6,June,5,True,True,2024-06-22 16:00:00,Lunch,Weekend,High-value record
191,2024-02-05,13:00:00,Filet Mignon,Entree,5.0,42,210.0,Cash,Takeaway,104,Carlos,13,Monday,2,February,0,False,True,2024-02-05 13:00:00,Lunch,Weekday,High-value record
192,2024-08-20,16:15:00,Mashed Potatoes,Side,3.0,7,21.0,Mobile Payment,Takeaway,105,Nina,16,Tuesday,8,August,1,False,False,2024-08-20 16:00:00,Lunch,Weekday,Other record
193,2024-11-01,12:00:00,New York Strip,Entree,4.0,38,152.0,Mobile Payment,Dine-In,101,Sarah,12,Friday,11,November,4,False,True,2024-11-01 12:00:00,Lunch,Weekday,High-value record
194,2024-05-19,18:45:00,Old Fashioned,Beverage,11.0,12,132.0,Credit Card,Takeaway,103,Emily,18,Sunday,5,May,6,True,True,2024-05-19 18:00:00,Dinner,Weekend,High-value record
195,2024-04-20,19:00:00,Mashed Potatoes,Side,7.0,7,49.0,Cash,Takeaway,105,Nina,19,Saturday,4,April,5,True,False,2024-04-20 19:00:00,Dinner,Weekend,Other record
196,2024-09-06,19:30:00,Ribeye Steak,Entree,4.0,35,140.0,Credit Card,Delivery,101,Sarah,19,Friday,9,September,4,False,True,2024-09-06 19:00:00,Dinner,Weekday,High-value record
197,2024-01-04,14:30:00,Caesar Salad,Appetizer,2.0,10,20.0,Credit Card,Takeaway,103,Emily,14,Thursday,1,January,3,False,False,2024-01-04 14:00:00,Lunch,Weekday,Other record
198,2024-03-02,11:45:00,Truffle Fries,Side,6.0,8,48.0,Cash,Dine-In,104,Carlos,11,Saturday,3,March,5,True,False,2024-03-02 11:00:00,Lunch,Weekend,Other record
199,2024-09-29,22:15:00,Cabernet Sauvignon,Beverage,8.0,16,128.0,Mobile Payment,Takeaway,101,Sarah,22,Sunday,9,September,6,True,True,2024-09-29 22:00:00,Dinner,Weekend,High-value record
200,2024-07-22,22:00:00,Grilled Asparagus,Side,2.0,8,16.0,Credit Card,Dine-In,103,Emily,22,Monday,7,July,0,False,False,2024-07-22 22:00:00,Dinner,Weekday,Other record
201,2024-10-21,17:45:00,Truffle Fries,Side,7.0,8,56.0,Credit Card,Dine-In,104,Carlos,17,Monday,10,October,0,False,False,2024-10-21 17:00:00,Dinner,Weekday,Other record
202,2024-01-11,16:15:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Takeaway,101,Sarah,16,Thursday,1,January,3,False,False,2024-01-11 16:00:00,Lunch,Weekday,Other record
203,2024-08-11,12:15:00,Grilled Asparagus,Side,5.0,8,40.0,Credit Card,Delivery,101,Sarah,12,Sunday,8,August,6,True,False,2024-08-11 12:00:00,Lunch,Weekend,Other record
204,2024-07-21,15:30:00,Caesar Salad,Appetizer,3.0,10,30.0,Cash,Dine-In,105,Nina,15,Sunday,7,July,6,True,False,2024-07-21 15:00:00,Lunch,Weekend,Other record
205,2024-11-20,12:15:00,Mashed Potatoes,Side,3.0,7,21.0,Mobile Payment,Delivery,102,Jake,12,Wednesday,11,November,2,False,False,2024-11-20 12:00:00,Lunch,Weekday,Other record
206,2024-04-30,12:15:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Delivery,102,Jake,12,Tuesday,4,April,1,False,False,2024-04-30 12:00:00,Lunch,Weekday,Other record
207,2024-12-01,12:15:00,Bourbon BBQ Burger,Entree,4.0,22,88.0,Credit Card,Delivery,105,Nina,12,Sunday,12,December,6,True,True,2024-12-01 12:00:00,Lunch,Weekend,High-value record
208,2024-08-17,21:30:00,Bourbon BBQ Burger,Entree,6.0,22,132.0,Cash,Takeaway,101,Sarah,21,Saturday,8,August,5,True,True,2024-08-17 21:00:00,Dinner,Weekend,High-value record
209,2024-08-28,18:30:00,Shrimp Cocktail,Appetizer,10.0,14,140.0,Cash,Takeaway,105,Nina,18,Wednesday,8,August,2,False,True,2024-08-28 18:00:00,Dinner,Weekday,High-value record
210,2024-02-07,15:45:00,Old Fashioned,Beverage,1.0,12,12.0,Cash,Takeaway,103,Emily,15,Wednesday,2,February,2,False,False,2024-02-07 15:00:00,Lunch,Weekday,Other record
211,2024-02-09,21:00:00,Chocolate Lava Cake,Dessert,10.0,9,90.0,Mobile Payment,Takeaway,104,Carlos,21,Friday,2,February,4,False,True,2024-02-09 21:00:00,Dinner,Weekday,High-value record
212,2024-10-24,19:00:00,Old Fashioned,Beverage,9.0,12,108.0,Mobile Payment,Dine-In,103,Emily,19,Thursday,10,October,3,False,True,2024-10-24 19:00:00,Dinner,Weekday,High-value record
213,2024-11-05,18:15:00,Ribeye Steak,Entree,8.0,35,280.0,Cash,Takeaway,101,Sarah,18,Tuesday,11,November,1,False,True,2024-11-05 18:00:00,Dinner,Weekday,High-value record
214,2024-09-15,21:15:00,Ribeye Steak,Entree,3.0,35,105.0,Mobile Payment,Takeaway,104,Carlos,21,Sunday,9,September,6,True,True,2024-09-15 21:00:00,Dinner,Weekend,High-value record
215,2024-09-25,19:15:00,Mashed Potatoes,Side,5.0,7,35.0,Credit Card,Takeaway,104,Carlos,19,Wednesday,9,September,2,False,False,2024-09-25 19:00:00,Dinner,Weekday,Other record
216,2024-06-22,21:00:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Cash,Takeaway,101,Sarah,21,Saturday,6,June,5,True,True,2024-06-22 21:00:00,Dinner,Weekend,High-value record
217,2024-10-12,21:45:00,Shrimp Cocktail,Appetizer,5.0,14,70.0,Mobile Payment,Delivery,105,Nina,21,Saturday,10,October,5,True,True,2024-10-12 21:00:00,Dinner,Weekend,High-value record
218,2024-03-17,16:00:00,Chocolate Lava Cake,Dessert,2.0,9,18.0,Credit Card,Takeaway,104,Carlos,16,Sunday,3,March,6,True,False,2024-03-17 16:00:00,Lunch,Weekend,Other record
219,2024-03-07,20:00:00,Shrimp Cocktail,Appetizer,8.0,14,112.0,Credit Card,Delivery,103,Emily,20,Thursday,3,March,3,False,True,2024-03-07 20:00:00,Dinner,Weekday,High-value record
220,2024-03-06,21:00:00,Bourbon BBQ Burger,Entree,7.0,22,154.0,Mobile Payment,Takeaway,101,Sarah,21,Wednesday,3,March,2,False,True,2024-03-06 21:00:00,Dinner,Weekday,High-value record
221,2024-07-04,15:15:00,Caesar Salad,Appetizer,3.0,10,30.0,Credit Card,Dine-In,102,Jake,15,Thursday,7,July,3,False,False,2024-07-04 15:00:00,Lunch,Weekday,Other record
222,2024-03-11,13:00:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Mobile Payment,Delivery,105,Nina,13,Monday,3,March,0,False,False,2024-03-11 13:00:00,Lunch,Weekday,Other record
223,2024-01-20,21:30:00,Chocolate Lava Cake,Dessert,4.0,9,36.0,Mobile Payment,Takeaway,102,Jake,21,Saturday,1,January,5,True,False,2024-01-20 21:00:00,Dinner,Weekend,Other record
224,2024-03-24,13:15:00,Truffle Fries,Side,4.0,8,32.0,Cash,Takeaway,103,Emily,13,Sunday,3,March,6,True,False,2024-03-24 13:00:00,Lunch,Weekend,Other record
225,2024-12-12,22:15:00,Old Fashioned,Beverage,9.0,12,108.0,Credit Card,Delivery,104,Carlos,22,Thursday,12,December,3,False,True,2024-12-12 22:00:00,Dinner,Weekday,High-value record
226,2024-04-29,19:15:00,Shrimp Cocktail,Appetizer,8.0,14,112.0,Cash,Takeaway,105,Nina,19,Monday,4,April,0,False,True,2024-04-29 19:00:00,Dinner,Weekday,High-value record
227,2024-08-13,18:30:00,Grilled Asparagus,Side,8.0,8,64.0,Mobile Payment,Takeaway,102,Jake,18,Tuesday,8,August,1,False,True,2024-08-13 18:00:00,Dinner,Weekday,High-value record
228,2024-04-12,20:15:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Mobile Payment,Takeaway,103,Emily,20,Friday,4,April,4,False,False,2024-04-12 20:00:00,Dinner,Weekday,Other record
229,2024-10-10,12:00:00,Shrimp Cocktail,Appetizer,1.0,14,14.0,Cash,Takeaway,104,Carlos,12,Thursday,10,October,3,False,False,2024-10-10 12:00:00,Lunch,Weekday,Other record
230,2024-09-19,13:45:00,Filet Mignon,Entree,2.0,42,84.0,Credit Card,Takeaway,101,Sarah,13,Thursday,9,September,3,False,True,2024-09-19 13:00:00,Lunch,Weekday,High-value record
231,2024-07-31,11:45:00,Cabernet Sauvignon,Beverage,3.0,16,48.0,Cash,Takeaway,101,Sarah,11,Wednesday,7,July,2,False,False,2024-07-31 11:00:00,Lunch,Weekday,Other record
232,2024-07-10,14:00:00,Mashed Potatoes,Side,1.0,7,7.0,Mobile Payment,Delivery,103,Emily,14,Wednesday,7,July,2,False,False,2024-07-10 14:00:00,Lunch,Weekday,Other record
233,2024-03-15,13:00:00,Shrimp Cocktail,Appetizer,7.0,14,98.0,Mobile Payment,Dine-In,104,Carlos,13,Friday,3,March,4,False,True,2024-03-15 13:00:00,Lunch,Weekday,High-value record
234,2024-08-17,20:00:00,Filet Mignon,Entree,2.0,42,84.0,Credit Card,Dine-In,102,Jake,20,Saturday,8,August,5,True,True,2024-08-17 20:00:00,Dinner,Weekend,High-value record
235,2024-10-07,22:45:00,Filet Mignon,Entree,6.0,42,252.0,Cash,Takeaway,101,Sarah,22,Monday,10,October,0,False,True,2024-10-07 22:00:00,Dinner,Weekday,High-value record
236,2024-01-25,14:45:00,Bourbon BBQ Burger,Entree,5.0,22,110.0,Credit Card,Dine-In,101,Sarah,14,Thursday,1,January,3,False,True,2024-01-25 14:00:00,Lunch,Weekday,High-value record
237,2024-09-12,20:00:00,Bourbon BBQ Burger,Entree,10.0,22,220.0,Mobile Payment,Dine-In,102,Jake,20,Thursday,9,September,3,False,True,2024-09-12 20:00:00,Dinner,Weekday,High-value record
238,2024-05-29,17:00:00,Chocolate Lava Cake,Dessert,6.0,9,54.0,Cash,Delivery,104,Carlos,17,Wednesday,5,May,2,False,False,2024-05-29 17:00:00,Dinner,Weekday,Other record
239,2024-04-05,21:00:00,Cabernet Sauvignon,Beverage,6.0,16,96.0,Cash,Delivery,105,Nina,21,Friday,4,April,4,False,True,2024-04-05 21:00:00,Dinner,Weekday,High-value record
240,2024-09-16,19:00:00,Grilled Asparagus,Side,9.0,8,72.0,Cash,Delivery,104,Carlos,19,Monday,9,September,0,False,True,2024-09-16 19:00:00,Dinner,Weekday,High-value record
241,2024-07-10,15:00:00,Mashed Potatoes,Side,1.0,7,7.0,Credit Card,Dine-In,101,Sarah,15,Wednesday,7,July,2,False,False,2024-07-10 15:00:00,Lunch,Weekday,Other record
242,2024-10-24,22:30:00,New York Strip,Entree,2.0,38,76.0,Credit Card,Delivery,103,Emily,22,Thursday,10,October,3,False,True,2024-10-24 22:00:00,Dinner,Weekday,High-value record
243,2024-11-25,13:45:00,Truffle Fries,Side,4.0,8,32.0,Mobile Payment,Dine-In,102,Jake,13,Monday,11,November,0,False,False,2024-11-25 13:00:00,Lunch,Weekday,Other record
244,2024-02-02,22:45:00,Ribeye Steak,Entree,7.0,35,245.0,Cash,Dine-In,102,Jake,22,Friday,2,February,4,False,True,2024-02-02 22:00:00,Dinner,Weekday,High-value record
245,2024-01-22,16:30:00,Cabernet Sauvignon,Beverage,4.0,16,64.0,Mobile Payment,Takeaway,103,Emily,16,Monday,1,January,0,False,True,2024-01-22 16:00:00,Lunch,Weekday,High-value record
246,2024-01-19,21:15:00,Shrimp Cocktail,Appetizer,6.0,14,84.0,Cash,Delivery,103,Emily,21,Friday,1,January,4,False,True,2024-01-19 21:00:00,Dinner,Weekday,High-value record
247,2024-05-19,12:30:00,Grilled Asparagus,Side,5.0,8,40.0,Mobile Payment,Takeaway,104,Carlos,12,Sunday,5,May,6,True,False,2024-05-19 12:00:00,Lunch,Weekend,Other record
248,2024-06-22,13:45:00,Truffle Fries,Side,8.0,8,64.0,Credit Card,Delivery,103,Emily,13,Saturday,6,June,5,True,True,2024-06-22 13:00:00,Lunch,Weekend,High-value record
249,2024-02-12,22:45:00,Filet Mignon,Entree,7.0,42,294.0,Mobile Payment,Dine-In,105,Nina,22,Monday,2,February,0,False,True,2024-02-12 22:00:00,Dinner,Weekday,High-value record
250,2024-05-30,16:00:00,Filet Mignon,Entree,3.0,42,126.0,Mobile Payment,Takeaway,103,Emily,16,Thursday,5,May,3,False,True,2024-05-30 16:00:00,Lunch,Weekday,High-value record
251,2024-08-16,20:45:00,New York Strip,Entree,8.0,38,304.0,Credit Card,Takeaway,101,Sarah,20,Friday,8,August,4,False,True,2024-08-16 20:00:00,Dinner,Weekday,High-value record
252,2024-06-29,20:45:00,Shrimp Cocktail,Appetizer,2.0,14,28.0,Cash,Delivery,104,Carlos,20,Saturday,6,June,5,True,False,2024-06-29 20:00:00,Dinner,Weekend,Other record
253,2024-07-05,19:15:00,Ribeye Steak,Entree,4.0,35,140.0,Mobile Payment,Delivery,104,Carlos,19,Friday,7,July,4,False,True,2024-07-05 19:00:00,Dinner,Weekday,High-value record
254,2024-01-18,13:00:00,Caesar Salad,Appetizer,3.0,10,30.0,Credit Card,Takeaway,105,Nina,13,Thursday,1,January,3,False,False,2024-01-18 13:00:00,Lunch,Weekday,Other record
255,2024-01-17,20:15:00,Bourbon BBQ Burger,Entree,8.0,22,176.0,Credit Card,Takeaway,104,Carlos,20,Wednesday,1,January,2,False,True,2024-01-17 20:00:00,Dinner,Weekday,High-value record
256,2024-02-09,20:15:00,Cabernet Sauvignon,Beverage,5.0,16,80.0,Credit Card,Takeaway,103,Emily,20,Friday,2,February,4,False,True,2024-02-09 20:00:00,Dinner,Weekday,High-value record
257,2024-05-07,12:00:00,Truffle Fries,Side,2.0,8,16.0,Credit Card,Delivery,104,Carlos,12,Tuesday,5,May,1,False,False,2024-05-07 12:00:00,Lunch,Weekday,Other record
258,2024-10-14,12:30:00,Shrimp Cocktail,Appetizer,4.0,14,56.0,Cash,Delivery,103,Emily,12,Monday,10,October,0,False,False,2024-10-14 12:00:00,Lunch,Weekday,Other record
259,2024-12-21,18:15:00,Filet Mignon,Entree,4.0,42,168.0,Cash,Takeaway,102,Jake,18,Saturday,12,December,5,True,True,2024-12-21 18:00:00,Dinner,Weekend,High-value record
260,2024-12-31,18:00:00,Bourbon BBQ Burger,Entree,7.8,22,171.6,Mobile Payment,Takeaway,101,Sarah,18,Tuesday,12,December,1,False,True,2024-12-31 18:00:00,Dinner,Weekday,High-value record
